14	13	4	9
13	32	4	4
73	18	3	5
69	16	3	5
68	16	3	4
67	11	3	2
66	12	3	5
64	15	3	4
63	40	3	3
63	6	3	7
62	39	3	3
62	24	3	3
62	10	3	4
61	21	3	2
59	27	3	2
58	33	3	2
56	16	3	3
55	36	3	6
55	25	3	2
54	53	3	5
54	33	3	6
54	30	3	4
53	32	3	4
53	25	3	5
53	20	3	4
52	47	3	7
52	32	3	2
52	30	3	3
51	38	3	5
51	25	3	6
51	19	3	3
50	53	3	3
50	32	3	3
50	26	3	6
50	5	3	2
49	59	3	7
49	58	3	3
49	53	3	6
49	36	3	4
49	35	3	2
49	34	3	2
48	45	3	3
48	43	3	2
48	39	3	6
48	36	3	4
48	33	3	7
48	20	3	3
47	35	3	2
47	19	3	4
46	20	3	2
44	43	3	4
41	49	3	7
41	46	3	7
41	38	3	3
40	51	3	7
40	50	3	7
39	48	3	4
39	41	3	5
39	28	3	7
39	13	3	6
38	57	3	6
38	38	3	6
37	59	3	6
37	53	3	3
37	30	3	7
36	58	3	3
36	26	3	7
36	24	3	5
35	64	3	7
35	27	3	7
33	44	3	2
32	39	3	4
31	61	3	5
30	61	3	4
30	44	3	7
30	30	3	6
29	48	3	2
28	46	3	7
27	60	3	4
27	39	3	4
26	49	3	5
26	31	3	7
25	50	3	5
25	44	3	6
24	50	3	4
24	37	3	5
22	18	3	5
21	40	3	7
20	45	3	4
19	35	3	5
17	39	3	7
15	34	3	3
15	29	3	4
14	37	3	3
7	32	3	5
7	20	3	5
5	31	3	5
71	16	2	3
69	17	2	3
68	22	2	3
68	13	2	2
67	15	2	2
66	15	2	2
66	13	2	2
66	10	2	2
65	42	2	2
65	41	2	3
65	39	2	4
65	13	2	3
64	41	2	2
62	41	2	2
61	41	2	3
60	30	2	4
59	39	2	5
59	29	2	1
58	36	2	1
58	27	2	1
57	42	2	5
57	36	2	3
57	33	2	4
56	32	2	2
56	15	2	5
55	40	2	2
55	37	2	5
54	32	2	1
53	43	2	5
53	39	2	5
52	33	2	2
52	21	2	5
51	39	2	4
50	37	2	2
50	34	2	2
50	18	2	5
49	33	2	1
49	26	2	1
48	31	2	2
47	33	2	1
47	30	2	3
45	49	2	4
44	48	2	4
44	46	2	3
43	47	2	1
43	42	2	4
43	41	2	1
43	39	2	3
42	53	2	1
41	52	2	3
41	50	2	3
40	19	2	3
39	55	2	3
39	50	2	4
39	47	2	4
38	58	2	4
38	48	2	1
38	45	2	4
38	35	2	3
38	24	2	4
38	22	2	4
37	55	2	3
37	37	2	3
36	60	2	5
36	52	2	3
36	51	2	1
36	29	2	2
36	23	2	4
35	65	2	3
33	60	2	3
33	15	2	1
29	49	2	4
29	24	2	1
28	56	2	5
28	51	2	5
28	44	2	2
27	44	2	3
27	40	2	1
26	60	2	5
26	38	2	1
25	49	2	5
25	42	2	3
25	41	2	3
24	51	2	5
24	41	2	5
24	34	2	2
23	38	2	3
23	36	2	2
22	43	2	4
22	31	2	2
20	40	2	1
19	40	2	1
18	34	2	5
17	37	2	5
15	37	2	3
15	31	2	3
14	30	2	3
12	35	2	3
11	24	2	5
8	34	2	2
6	32	2	1
