74	18	6	11
73	18	2	5
72	17	4	11
71	17	5	11
71	16	1	3
70	27	5	10
70	17	3	6
69	25	13	24
69	19	22	47
69	17	1	3
69	16	2	5
68	24	6	14
68	22	1	3
68	20	5	10
68	16	2	4
68	14	5	13
68	13	1	2
68	6	5	11
68	3	11	22
67	24	3	5
67	23	9	19
67	17	7	14
67	15	1	2
67	11	2	2
67	7	8	19
67	3	11	23
67	2	9	21
66	43	3	9
66	40	8	16
66	16	7	15
66	15	1	2
66	13	1	2
66	12	2	5
66	11	5	9
66	10	1	2
66	9	5	9
66	1	5	11
65	42	1	2
65	41	1	3
65	39	1	4
65	16	4	10
65	15	18	38
65	13	1	3
65	11	11	23
65	9	5	9
65	2	10	22
65	1	10	18
64	46	9	21
64	44	9	16
64	41	1	2
64	40	10	22
64	39	9	20
64	15	2	4
64	2	14	28
63	45	6	10
63	40	2	3
63	39	6	10
63	38	7	17
63	21	8	17
63	20	4	10
63	6	2	7
62	48	5	8
62	45	4	6
62	41	1	2
62	39	2	3
62	24	2	3
62	21	5	9
62	12	5	10
62	10	2	4
62	7	5	9
62	6	5	9
62	3	4	10
61	44	3	8
61	41	1	3
61	22	4	10
61	21	2	2
61	10	3	5
61	7	4	8
61	2	9	17
60	43	10	21
60	42	6	12
60	30	1	4
60	28	10	21
60	21	6	14
60	11	6	14
60	4	5	12
59	40	3	7
59	39	1	5
59	29	1	1
59	27	2	2
59	20	3	4
59	8	4	7
59	2	4	9
58	41	4	9
58	40	4	8
58	39	5	13
58	36	1	1
58	33	2	2
58	27	1	1
58	26	3	7
58	24	6	12
57	42	1	5
57	40	9	17
57	39	3	8
57	36	1	3
57	33	1	4
57	26	3	5
57	3	12	27
56	55	6	13
56	47	3	6
56	41	10	18
56	40	16	31
56	39	12	26
56	37	16	35
56	36	3	5
56	32	1	2
56	31	15	30
56	30	10	23
56	25	5	9
56	24	5	10
56	16	2	3
56	15	1	5
56	14	4	9
55	55	17	32
55	44	5	8
55	43	5	10
55	40	1	2
55	39	8	18
55	38	3	6
55	37	1	5
55	36	2	6
55	33	3	5
55	25	2	2
55	16	6	10
55	15	4	11
55	13	3	9
54	53	2	5
54	50	5	9
54	47	3	6
54	45	9	18
54	42	5	8
54	40	8	15
54	38	8	15
54	37	4	11
54	36	5	10
54	33	2	6
54	32	1	1
54	30	2	4
54	25	12	23
54	16	4	11
54	14	6	14
54	9	4	7
53	55	13	24
53	46	7	12
53	43	1	5
53	42	4	10
53	41	6	12
53	40	12	24
53	39	1	5
53	38	8	15
53	37	10	22
53	36	4	9
53	32	2	4
53	30	9	16
53	25	2	5
53	23	4	7
53	22	6	12
53	20	2	4
53	15	8	14
53	14	7	13
53	9	12	26
52	55	3	9
52	47	2	7
52	46	8	16
52	44	5	13
52	43	3	7
52	42	11	21
52	41	16	34
52	39	12	27
52	38	9	20
52	37	20	38
52	36	5	10
52	33	1	2
52	32	2	2
52	30	2	3
52	23	6	10
52	22	3	8
52	21	1	5
52	14	7	13
51	59	16	30
51	57	8	14
51	56	15	32
51	55	12	27
51	49	4	9
51	45	16	31
51	44	10	19
51	43	13	29
51	41	11	22
51	40	14	30
51	39	1	4
51	38	2	5
51	37	13	24
51	36	3	5
51	25	2	6
51	23	14	30
51	19	2	3
50	63	10	22
50	62	21	41
50	61	22	45
50	59	5	10
50	55	6	11
50	54	4	10
50	53	2	3
50	52	5	13
50	51	6	10
50	50	8	14
50	49	5	9
50	46	12	27
50	45	3	8
50	43	3	6
50	42	5	9
50	41	12	26
50	40	10	23
50	39	12	24
50	38	7	17
50	37	1	2
50	36	4	7
50	34	1	2
50	32	2	3
50	29	12	27
50	28	13	26
50	26	2	6
50	24	6	13
50	22	3	7
50	20	3	4
50	18	1	5
50	17	4	6
50	5	2	2
49	59	2	7
49	58	2	3
49	57	10	18
49	56	21	44
49	55	11	25
49	54	15	31
49	53	2	6
49	51	7	14
49	49	9	19
49	48	14	28
49	45	11	24
49	44	34	71
49	43	9	20
49	42	21	45
49	39	4	9
49	38	3	9
49	37	16	30
49	36	2	4
49	35	2	2
49	34	2	2
49	33	1	1
49	32	6	10
49	27	3	9
49	26	1	1
49	23	11	21
49	22	16	33
49	20	8	14
49	19	5	11
49	17	9	20
49	8	6	11
49	7	6	11
48	58	4	7
48	46	6	10
48	45	2	3
48	43	2	2
48	42	4	9
48	40	28	54
48	39	2	6
48	38	9	19
48	37	5	13
48	36	2	4
48	35	3	6
48	34	4	10
48	33	2	7
48	31	1	2
48	30	7	14
48	29	4	6
48	27	13	26
48	21	6	10
48	20	2	3
48	16	5	13
48	9	10	23
47	63	7	12
47	47	3	6
47	42	11	20
47	41	14	30
47	39	11	22
47	38	6	15
47	37	18	34
47	35	2	2
47	34	4	7
47	33	1	1
47	32	6	10
47	31	6	10
47	30	1	3
47	29	12	25
47	28	5	9
47	24	12	24
47	23	24	47
47	22	16	31
47	19	2	4
47	18	3	8
47	16	8	18
46	62	7	15
46	51	9	16
46	50	11	21
46	49	9	17
46	48	3	9
46	24	6	11
46	23	13	29
46	20	2	2
46	19	13	24
46	18	3	4
46	16	6	12
45	58	10	22
45	57	6	10
45	56	3	7
45	54	6	12
45	53	3	9
45	51	3	4
45	49	1	4
45	48	3	9
45	47	6	14
45	46	20	38
45	45	9	17
45	44	9	16
45	43	22	46
45	39	9	16
45	37	9	19
45	36	5	10
45	33	32	62
45	26	5	9
45	21	17	33
45	19	3	7
44	57	4	9
44	55	7	15
44	54	4	8
44	48	1	4
44	47	11	21
44	46	1	3
44	45	9	17
44	44	6	11
44	43	2	4
44	40	6	14
44	35	4	7
44	34	7	17
44	30	19	37
44	28	6	14
44	27	3	7
44	26	7	17
